5,2
7,2
11,3
13,3
17,3
19,3
23,4
29,4
31,4
37,5
41,4
43,5
47,5
53,5
59,5
61,5
67,5
71,5
73,5
79,5
83,5
89,5
97,6
101,5
103,6
107,6
109,6
113,6
127,6
131,6
137,6
139,6
149,6
151,7
157,6
163,6
167,6
173,6
179,6
181,6
191,7
193,6
197,6
199,6
211,7
223,6
227,7
229,6
233,6
239,7
241,7
251,7
257,7
263,7
269,7
271,7
277,7
281,7
283,7
293,7
