5	2
7	2
11	3
13	2
17	3
19	3
23	4
29	3
31	4
37	4
41	4
43	5
47	4
53	3
59	5
61	4
67	5
71	4
73	4
79	5
83	5
89	4
97	4
101	5
103	4
107	5
109	5
113	4
127	5
131	5
137	4
139	5
149	4
151	5
157	5
163	6
167	5
173	5
179	5
181	6
191	6
193	5
197	5
199	5
211	5
223	6
227	6
229	5
233	5
239	6
241	5
251	6
257	6
263	6
269	6
271	5
277	6
281	6
283	5
293	5
307	6
311	5
313	5
317	5
331	6
337	6
347	6
349	6
353	6
359	6
367	7
373	5
379	5
383	6
389	5
397	5
401	6
409	6
419	6
421	6
431	6
433	6
439	6
443	6
449	6
457	6
461	7
463	7
467	7
479	6
487	6
491	7
499	7
503	7
509	6
521	6
523	6
541	6
547	6
557	7
563	6
569	6
571	7
577	6
587	6
593	6
599	7
601	7
607	6
613	6
617	6
619	6
631	7
641	6
643	7
647	6
653	6
659	7
661	6
673	6
677	6
683	7
691	7
701	7
709	6
719	7
727	7
733	6
739	7
743	7
751	7
757	6
761	7
769	7
773	6
787	7
797	6
809	7
811	7
821	6
823	7
827	7
829	7
839	7
853	7
857	6
859	7
863	7
877	6
881	6
883	7
887	7
907	7
911	7
919	7
929	7
937	6
941	6
947	7
953	7
967	7
971	7
977	7
983	7
991	7
997	7
1009	7
1013	7
1019	7
1021	7
1031	7
1033	7
1039	7
1049	6
1051	7
1061	8
1063	7
1069	7
1087	7
1091	8
1093	7
1097	6
1103	7
1109	7
1117	7
1123	7
1129	7
1151	7
1153	7
1163	7
1171	7
1181	8
1187	8
1193	7
1201	7
1213	7
1217	7
1223	7
1229	7
1231	8
1237	7
1249	8
1259	7
1277	7
1279	7
1283	7
1289	7
1291	7
1297	7
1301	8
1303	7
1307	7
1319	7
1321	7
1327	8
1361	7
1367	8
1373	6
1381	7
1399	8
1409	7
1423	7
1427	7
1429	8
1433	7
1439	7
1447	7
1451	8
1453	7
1459	8
1471	8
1481	7
1483	8
1487	8
1489	8
1493	7
1499	7
1511	8
1523	8
1531	7
1543	8
1549	7
1553	7
1559	8
1567	7
1571	8
1579	8
1583	8
1597	7
1601	7
1607	8
1609	7
1613	7
1619	8
1621	7
1627	7
1637	8
1657	7
1663	8
1667	8
1669	8
1693	7
1697	8
1699	8
1709	7
1721	7
1723	7
1733	7
1741	8
1747	8
1753	7
1759	8
1777	8
1783	7
1787	8
1789	7
1801	7
1811	8
1823	7
1831	8
1847	8
1861	7
1867	8
1871	8
1873	8
1877	8
1879	8
1889	7
1901	7
1907	8
1913	8
1931	8
1933	8
1949	7
1951	8
1973	8
1979	9
1987	8
1993	8
1997	8
1999	7
2003	8
2011	8
2017	8
2027	8
2029	7
2039	8
2053	7
2063	8
2069	7
2081	8
2083	8
2087	9
2089	8
2099	8
2111	8
2113	8
2129	7
2131	9
2137	8
2141	7
2143	9
2153	6
2161	8
2179	8
2203	8
2207	8
2213	7
2221	8
2237	8
2239	7
2243	8
2251	8
2267	7
2269	8
2273	7
2281	8
2287	8
2293	8
2297	8
2309	7
2311	8
2333	7
2339	8
2341	8
2347	8
2351	8
2357	8
